PC_Timestamp,ECG
2026-06-16 15:06:10.413524,33.57
2026-06-16 15:06:10.426146,23.45
2026-06-16 15:06:10.431941,-52.29
2026-06-16 15:06:10.431941,-23.17
2026-06-16 15:06:10.448985,88.38
2026-06-16 15:06:10.454076,158.59
2026-06-16 15:06:10.465999,98.09
2026-06-16 15:06:10.468555,-27.77
2026-06-16 15:06:10.481641,-131.11
2026-06-16 15:06:10.483551,-159.31
2026-06-16 15:06:10.497627,-143.59
2026-06-16 15:06:10.500456,-117.0
2026-06-16 15:06:10.500456,-104.47
2026-06-16 15:06:10.515788,-136.79
2026-06-16 15:06:10.526690,-247.54
2026-06-16 15:06:10.532575,-388.59
2026-06-16 15:06:10.532575,-443.36
2026-06-16 15:06:10.549485,-399.35
2026-06-16 15:06:10.549485,-317.76
2026-06-16 15:06:10.566853,-303.23
2026-06-16 15:06:10.572069,-342.51
2026-06-16 15:06:10.582883,-374.63
2026-06-16 15:06:10.585223,-349.87
2026-06-16 15:06:10.598708,-280.46
2026-06-16 15:06:10.600524,-204.43
2026-06-16 15:06:10.614440,-171.57
2026-06-16 15:06:10.617465,-199.57
2026-06-16 15:06:10.626840,-242.35
2026-06-16 15:06:10.631771,-228.2
2026-06-16 15:06:10.631771,-166.37
2026-06-16 15:06:10.649197,-125.74
2026-06-16 15:06:10.649197,-115.16
2026-06-16 15:06:10.666162,-75.78
2026-06-16 15:06:10.666162,15.15
2026-06-16 15:06:10.682753,57.86
2026-06-16 15:06:10.682753,31.7
2026-06-16 15:06:10.699518,-1.3
2026-06-16 15:06:10.699518,34.53
2026-06-16 15:06:10.716151,68.19
2026-06-16 15:06:10.719540,37.0
2026-06-16 15:06:10.731468,-15.92
2026-06-16 15:06:10.732145,-38.72
2026-06-16 15:06:10.747436,-4.7
2026-06-16 15:06:10.749931,35.12
2026-06-16 15:06:10.749931,39.92
2026-06-16 15:06:10.766522,48.68
2026-06-16 15:06:10.766522,59.38
2026-06-16 15:06:10.783224,61.07
2026-06-16 15:06:10.783224,97.58
2026-06-16 15:06:10.799702,170.72
2026-06-16 15:06:10.799702,256.43
2026-06-16 15:06:10.816619,274.06
