PC_Timestamp,ECG
2026-06-16 15:13:22.154013,-736.56
2026-06-16 15:13:22.175438,-629.4
2026-06-16 15:13:22.175438,-570.53
2026-06-16 15:13:22.189488,-597.53
2026-06-16 15:13:22.189488,-659.22
2026-06-16 15:13:22.205933,-657.91
2026-06-16 15:13:22.205933,-584.97
2026-06-16 15:13:22.221930,-494.49
2026-06-16 15:13:22.222913,-464.15
2026-06-16 15:13:22.237585,-452.88
2026-06-16 15:13:22.240025,-407.83
2026-06-16 15:13:22.240025,-343.11
2026-06-16 15:13:22.256756,-298.6
2026-06-16 15:13:22.256756,-246.37
2026-06-16 15:13:22.272309,-160.56
2026-06-16 15:13:22.272309,-93.09
2026-06-16 15:13:22.292005,-120.49
2026-06-16 15:13:22.292005,-247.24
2026-06-16 15:13:22.306423,-351.48
2026-06-16 15:13:22.311634,-351.71
2026-06-16 15:13:22.323149,-310.15
2026-06-16 15:13:22.323149,-330.49
2026-06-16 15:13:22.339032,-377.59
2026-06-16 15:13:22.344622,-387.65
2026-06-16 15:13:22.354644,-326.01
2026-06-16 15:13:22.357413,-240.8
2026-06-16 15:13:22.370585,-278.4
2026-06-16 15:13:22.376584,-487.95
2026-06-16 15:13:22.376584,-687.49
2026-06-16 15:13:22.389940,-771.61
2026-06-16 15:13:22.389940,-740.89
2026-06-16 15:13:22.406241,-753.11
2026-06-16 15:13:22.406241,-876.7
2026-06-16 15:13:22.423587,-998.68
2026-06-16 15:13:22.423587,-1081.25
2026-06-16 15:13:22.441462,-1167.38
2026-06-16 15:13:22.442162,-1255.08
2026-06-16 15:13:22.456614,-1280.64
2026-06-16 15:13:22.456614,-1296.13
2026-06-16 15:13:22.471686,-1323.48
2026-06-16 15:13:22.477388,-1293.97
2026-06-16 15:13:22.487438,-1211.88
2026-06-16 15:13:22.491998,-1176.97
2026-06-16 15:13:22.504135,-1246.71
2026-06-16 15:13:22.506512,-1301.17
2026-06-16 15:13:22.506512,-1141.43
2026-06-16 15:13:22.523431,-891.95
2026-06-16 15:13:22.523431,-758.14
2026-06-16 15:13:22.539669,-753.35
2026-06-16 15:13:22.539669,-733.67
2026-06-16 15:13:22.556822,-630.5
2026-06-16 15:13:22.561956,-426.36
2026-06-16 15:13:22.573508,-131.69
2026-06-16 15:13:22.577689,230.15
2026-06-16 15:13:22.588930,567.3
2026-06-16 15:13:22.594740,784.36
2026-06-16 15:13:22.605140,951.58
2026-06-16 15:13:22.606865,1177.66
2026-06-16 15:13:22.621119,1621.51
2026-06-16 15:13:22.623664,2185.53
2026-06-16 15:13:22.623664,2701.95
2026-06-16 15:13:22.640206,2958.08
2026-06-16 15:13:22.640206,3154.23
2026-06-16 15:13:22.657083,3600.14
2026-06-16 15:13:22.657083,4258.74
2026-06-16 15:13:22.673565,4928.97
2026-06-16 15:13:22.673565,5453.57
2026-06-16 15:13:22.690236,6043.2
2026-06-16 15:13:22.690236,6833.86
2026-06-16 15:13:22.706790,7445.45
2026-06-16 15:13:22.706790,7501.75
2026-06-16 15:13:22.722294,7395.58
2026-06-16 15:13:22.723671,7601.39
2026-06-16 15:13:22.737782,7990.23
2026-06-16 15:13:22.740141,8128.39
2026-06-16 15:13:22.740141,8173.32
2026-06-16 15:13:22.760631,8365.28
2026-06-16 15:13:22.768120,8268.73
2026-06-16 15:13:22.772333,7854.26
2026-06-16 15:13:22.772333,7530.42
2026-06-16 15:13:22.789940,7322.62
2026-06-16 15:13:22.789940,7194.47
2026-06-16 15:13:22.805728,7055.02
2026-06-16 15:13:22.805728,7029.69
2026-06-16 15:13:22.823763,6962.7
2026-06-16 15:13:22.823763,6380.64
2026-06-16 15:13:22.839056,5496.02
2026-06-16 15:13:22.839056,4985.97
2026-06-16 15:13:22.855008,4995.86
2026-06-16 15:13:22.856066,4628.6
2026-06-16 15:13:22.870578,3536.83
2026-06-16 15:13:22.872592,2460.46
2026-06-16 15:13:22.872592,1911.86
2026-06-16 15:13:22.889260,1765.98
2026-06-16 15:13:22.889260,1501.44
2026-06-16 15:13:22.906278,656.14
2026-06-16 15:13:22.906278,-347.12
