PC_Timestamp,ECG
2026-06-16 15:17:44.242690,488.23
2026-06-16 15:17:44.245645,72.87
2026-06-16 15:17:44.245645,-107.59
2026-06-16 15:17:44.262480,-595.6
2026-06-16 15:17:44.262480,-695.11
2026-06-16 15:17:44.278988,435.7
2026-06-16 15:17:44.278988,1171.82
2026-06-16 15:17:44.296817,-187.24
2026-06-16 15:17:44.304851,-3636.97
2026-06-16 15:17:44.312206,-6574.93
2026-06-16 15:17:44.312206,-7049.5
2026-06-16 15:17:44.328330,-5599.36
2026-06-16 15:17:44.329287,-3777.38
2026-06-16 15:17:44.344011,-3322.69
2026-06-16 15:17:44.346147,-3330.95
2026-06-16 15:17:44.346147,-2571.03
2026-06-16 15:17:44.362668,-490.56
2026-06-16 15:17:44.362668,2753.6
2026-06-16 15:17:44.379158,5438.27
2026-06-16 15:17:44.379158,6644.88
2026-06-16 15:17:44.396049,5300.25
2026-06-16 15:17:44.396049,2435.01
2026-06-16 15:17:44.412654,429.85
2026-06-16 15:17:44.412654,-681.72
2026-06-16 15:17:44.429552,-1429.54
2026-06-16 15:17:44.431630,-2737.78
2026-06-16 15:17:44.445505,-4597.68
2026-06-16 15:17:44.445505,-5515.96
2026-06-16 15:17:44.461669,-4841.63
2026-06-16 15:17:44.462323,-3428.4
2026-06-16 15:17:44.477277,-2716.75
2026-06-16 15:17:44.482629,-2773.81
2026-06-16 15:17:44.492955,-3124.11
2026-06-16 15:17:44.495390,-2918.45
2026-06-16 15:17:44.508198,-1262.1
2026-06-16 15:17:44.512571,-79.7
2026-06-16 15:17:44.512571,-1083.26
2026-06-16 15:17:44.529150,-3164.36
2026-06-16 15:17:44.529150,-4791.28
2026-06-16 15:17:44.546005,-5565.32
2026-06-16 15:17:44.546005,-6321.55
2026-06-16 15:17:44.562521,-7623.24
2026-06-16 15:17:44.562521,-9278.62
2026-06-16 15:17:44.578357,-10093.89
2026-06-16 15:17:44.579045,-9848.4
2026-06-16 15:17:44.594384,-10330.49
2026-06-16 15:17:44.595408,-12025.06
2026-06-16 15:17:44.610137,-13565.89
2026-06-16 15:17:44.612349,-13432.39
2026-06-16 15:17:44.612349,-11226.98
2026-06-16 15:17:44.629134,-8274.4
2026-06-16 15:17:44.629134,-6588.29
2026-06-16 15:17:44.645854,-6391.17
2026-06-16 15:17:44.645854,-6304.49
2026-06-16 15:17:44.662449,-5358.57
2026-06-16 15:17:44.662449,-3659.18
2026-06-16 15:17:44.679330,-2155.35
2026-06-16 15:17:44.679330,-930.67
2026-06-16 15:17:44.695583,374.45
2026-06-16 15:17:44.695583,1804.38
2026-06-16 15:17:44.711927,2994.33
2026-06-16 15:17:44.712544,3632.08
2026-06-16 15:17:44.727197,4133.31
2026-06-16 15:17:44.729304,4436.02
2026-06-16 15:17:44.729304,4540.21
2026-06-16 15:17:44.745678,4304.57
2026-06-16 15:17:44.745678,3855.2
2026-06-16 15:17:44.762307,3787.17
2026-06-16 15:17:44.762307,3879.68
2026-06-16 15:17:44.778932,3736.9
2026-06-16 15:17:44.778932,2901.32
2026-06-16 15:17:44.795915,1653.01
2026-06-16 15:17:44.795915,1046.75
2026-06-16 15:17:44.812531,1453.45
2026-06-16 15:17:44.816548,2350.63
2026-06-16 15:17:44.829193,3021.45
2026-06-16 15:17:44.829193,3315.79
2026-06-16 15:17:44.843941,3422.59
2026-06-16 15:17:44.845697,3557.71
2026-06-16 15:17:44.845697,3734.94
2026-06-16 15:17:44.862295,3816.76
2026-06-16 15:17:44.862295,3804.65
2026-06-16 15:17:44.878951,3792.59
2026-06-16 15:17:44.878951,3813.42
2026-06-16 15:17:44.895787,3829.18
2026-06-16 15:17:44.895787,3737.4
2026-06-16 15:17:44.912160,3623.19
2026-06-16 15:17:44.912160,3648.86
2026-06-16 15:17:44.929094,3761.95
2026-06-16 15:17:44.929094,3809.81
2026-06-16 15:17:44.945869,3709.17
2026-06-16 15:17:44.945869,3605.05
2026-06-16 15:17:44.961536,3649.71
2026-06-16 15:17:44.962522,3786.69
2026-06-16 15:17:44.977054,3907.05
2026-06-16 15:17:44.978887,3973.09
2026-06-16 15:17:44.978887,3956.21
2026-06-16 15:17:44.995325,3946.38
2026-06-16 15:17:44.995325,3978.38
2026-06-16 15:17:45.012526,3965.46
2026-06-16 15:17:45.012526,3896.87
2026-06-16 15:17:45.029158,3872.41
2026-06-16 15:17:45.029158,3974.44
2026-06-16 15:17:45.045633,4068.0
2026-06-16 15:17:45.045633,4057.61
2026-06-16 15:17:45.062200,4007.47
2026-06-16 15:17:45.062200,4060.07
2026-06-16 15:17:45.078708,4134.29
2026-06-16 15:17:45.080623,4103.67
2026-06-16 15:17:45.093750,4015.49
2026-06-16 15:17:45.095331,4029.25
2026-06-16 15:17:45.110372,4087.71
2026-06-16 15:17:45.112212,4087.17
2026-06-16 15:17:45.112212,4019.97
2026-06-16 15:17:45.128719,3972.01
2026-06-16 15:17:45.141242,3877.52
2026-06-16 15:17:45.146190,3674.06
2026-06-16 15:17:45.154094,3527.33
2026-06-16 15:17:45.162041,3521.64
2026-06-16 15:17:45.162041,3501.04
2026-06-16 15:17:45.178653,3338.27
2026-06-16 15:17:45.178653,3144.47
2026-06-16 15:17:45.195696,3078.0
2026-06-16 15:17:45.195696,3071.56
2026-06-16 15:17:45.211434,2985.56
2026-06-16 15:17:45.212000,2846.26
2026-06-16 15:17:45.227438,2714.62
2026-06-16 15:17:45.229131,2601.54
2026-06-16 15:17:45.237190,2434.31
2026-06-16 15:17:45.246054,2300.75
2026-06-16 15:17:45.246054,2236.51
2026-06-16 15:17:45.264625,2099.96
2026-06-16 15:17:45.273261,1858.62
2026-06-16 15:17:45.281769,1620.48
2026-06-16 15:17:45.285815,1490.98
2026-06-16 15:17:45.295324,1384.03
2026-06-16 15:17:45.295324,1233.83
2026-06-16 15:17:45.312357,1065.47
2026-06-16 15:17:45.312357,989.5
2026-06-16 15:17:45.328565,967.64
2026-06-16 15:17:45.328565,857.33
2026-06-16 15:17:45.343679,624.2
2026-06-16 15:17:45.345698,389.24
2026-06-16 15:17:45.345698,222.12
2026-06-16 15:17:45.362069,62.81
